No.,Music(Eng),Music(JPN),Other name,Artist(Eng),Artist(JPN),BPM,Category,Version,Requirement,Easy,Basic,Advanced,Expert,Master,Re:Master,Add Date,Later Add Date,Rec. video,Memo,↓,Music(Eng),Music(JPN),Other name,Artist(Eng),Artist(JPN),BPM,Category,Version,Requirement,Easy,Basic,Advanced,Expert,Master,Re:Master,Add Date,Later Add Date,Memo,↑
373,Angels with Burning Hearts,Burning Hearts ～炎のANGEL～,-,Naofumi Hataya Arranged by SEGA Sound Unit [H.]“Burning rangers” ,幡谷尚史 Arranged by ［H.］ 「バーニングレンジャー」,155,SEGA,maimai GreeN,-,2,4,7,9,10,12+,11-Jul-2013,3-Oct-2017,Yes,-,,,,,,,,,,,,,,,,,,,,
374,Kasege ! Jarinko Hero,かせげ！ジャリンコヒーロー,-,Nobuaki Kakuda“HERO BANK” ,角田信朗「ヒーローバンク」,186,SEGA,maimai GreeN PLUS,-,2,4,6,8,10+,-,7-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
375,KOKOROSCAN,ココロスキャンのうた,-,Tomoko Sasaki“KOKOROSCAN” ,ササキトモコ「音声感情測定器ココロスキャン」,203,SEGA,maimai GreeN,-,1,4,6,9,12,-,7-Aug-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
376,Superlative,超絶！Superlative,-,Keitarou Hanada “SENGOKU TAISEN” ,Keitarou Hanada「戦国大戦」,200,SEGA,maimai PLUS,-,3,5,7+,10,10+,-,23-Apr-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
377,Power of order,采配の刻 Power of order,-,Keitarou Hanada “SENGOKU TAISEN” ,Keitarou Hanada「戦国大戦」,185,SEGA,maimai PLUS,-,2,5,7+,10,11,-,23-Apr-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
378,DO RORO DERODERO ON DO RORO,DO RORO DERODERO ON DO RORO,-,Dohatsuten “Mononoke Bloodshow” ,怒髪天 「百鬼大戦絵巻」,190,SEGA,maimai PLUS,-,3,5,8,11,12,-,17-Jan-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
379,Samurai Bloodshow,源平大戦絵巻テーマソング,-,Shin-Oda Mudo ＆ Kira ★ Rosso ,新小田夢童 & キラ★ロッソ,190,SEGA,maimai,-,3,5,7+,9,10+,-,11-Jul-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
380,Theme of Phantom R,怪盗Rのテーマ,-,Tomoya Ohtani “Rhythm Thief & the Emperor's Treasure” ,大谷智哉 「リズム怪盗R 皇帝ナポレオンの遺産」,147,SEGA,maimai,-,2,5,7,8+,11,-,13-Sep-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
381,Cheering Marie,マリアをはげませ,-,Tomoya Ohtani “Rhythm Thief & the Emperor's Treasure” ,大谷智哉 「リズム怪盗R 皇帝ナポレオンの遺産」,131,SEGA,maimai,-,2,4,6,7,10,-,13-Sep-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
382,Showtime,Showtime,-,Naofumi Hataya “Rhythm Thief & the Emperor's Treasure” ,幡谷尚史 「リズム怪盗R 皇帝ナポレオンの遺産」,120,SEGA,maimai,-,1,4,5,7+,10,-,13-Sep-2012,-,Yes,-,,,,,,,,,,,,,,,,,,,,
383,Enbukyoku Kimini,円舞曲、君に,-,“Sakura Taisen Kanadegumi” ,「サクラ大戦奏組」,128,SEGA,maimai GreeN,-,1,4,6,9+,11+,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
384,Mihata no motoni,御旗のもとに,-,“Sakura Taisen” ,「サクラ大戦」 ,147,SEGA,maimai PLUS,-,2,4,6,10,11,-,17-Jan-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
385,Chizyou no senshi,地上の戦士,-,“Sakura Taisen” ,「サクラ大戦」 ,130,SEGA,maimai PLUS,-,2,4,6,9,10+,-,23-Apr-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
386,GEKI ! TEIKOKUKAGEKIDAN(KAI),檄！帝国華撃団(改),-,“Sakura Taisen” ,「サクラ大戦」 ,144,SEGA,maimai,-,2,4,6,8,8+,11,11-Jul-2012,11-Aug-2016,Yes,-,,,,,,,,,,,,,,,,,,,,
387,Outlaw's Lullaby,Outlaw's Lullaby,-,“Yakuza2” ,「龍が如く ２」,145,SEGA,maimai GreeN PLUS,-,2,4,7+,9,12+,-,17-Jun-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
388,Brand-new Japanesque,Brand-new Japanesque,-,“Ryu Ga Gotoku Kenzan!” ,「龍が如く 見参！」,135,SEGA,maimai GreeN PLUS,-,2,4,7,9,11+,-,17-Jun-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
389,KODOU - move on -,鼓動,-,Chihiro Aoki“Ryu ga Gotoku Ishin!” ,青木 千紘「龍が如く 維新！」,121,SEGA,maimai GreeN PLUS,-,2,3,6,9,12,-,26-Feb-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
390,KAMURO-SETSUGEKKA,神室雪月花,Kamurocho Lullaby,Kazuma Kiryu “Yakuza” ,桐生 一馬「龍が如く」,86,SEGA,maimai GreeN,-,2,4,6,10+,11,-,11-Jul-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
391,KONNAN-jyanai!,KONNANじゃないっ！,-,Haruka Sawamura “Yakuza” ,澤村 遥「龍が如く5 夢、叶えし者」,155,SEGA,maimai GreeN,-,2,4,6,7,12,-,11-Jul-2013,-,-,-,,,,,,,,,,,,,,,,,,,,
392,SEGASATURN Startup Sound[H.][Remix],セガサターン起動音［H.］［Remix］,-,Hiro,Hiro,148,SEGA,maimai GreeN,-,2,3,6,9,11+,-,14-Nov-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
393,End Time,End Time,-,Cres.,Cres.,180,ゲーム＆バラエティ,maimai FiNALE,-,3,6,8,11,13,-,6-Jun-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
394,Altale,Altale,-,Sakuzyo,削除,90,ゲーム＆バラエティ,maimai FiNALE,-,3,4,7+,10+,12+,-,10-May-2019,-,-,-,,,,,,,,,,,,,,,,,,,,
395,"Good Bye, Mr. Jack","Good Bye, Mr. Jack",-,sasakure.UK,sasakure.UK,180,ゲーム＆バラエティ,maimai FiNALE,-,3,5,8,11,12+,-,10-May-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
396,I must transform to Magical-girl,魔法少女になるしかねぇ,-,nekomirin feat. Mao Komiya,ねこみりん feat.小宮真央,165,ゲーム＆バラエティ,maimai FiNALE,-,3,5,8,10+,12+,-,7-Feb-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
397,L4TS:2018 (feat. Ah1ru &KTA),L4TS:2018 (feat. あひる & KTA),-,Sprite Recordings,Sprite Recordings,190,ゲーム＆バラエティ,maimai FiNALE,-,2,4,7,10,12,-,7-Feb-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
398,B.M.S.,B.M.S.,-,Father of Takenobu Mitsuyoshi,光吉猛修の父,200,ゲーム＆バラエティ,maimai FiNALE,-,3,5,8,11,13,-,7-Feb-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
399,EVERGREEN,EVERGREEN,-,Cranky,Cranky,145,ゲーム＆バラエティ,maimai FiNALE,-,2,4,7,10,12,-,25-Dec-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
400,ENERGY SYNERGY MATRIX,ENERGY SYNERGY MATRIX,-,Tanchiky,Tanchiky,160,ゲーム＆バラエティ,maimai MiLK PLUS,-,2,5,7,10+,12+,-,21-Jun-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
401,FREEDOM DiVE (tpz Overcute Remix),FREEDOM DiVE (tpz Overcute Remix),-,t+pazolite,t+pazolite,234,ゲーム＆バラエティ,maimai MiLK PLUS,-,4,6,8+,10+,13,-,25-Oct-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
402,ULTRA B+K,ULTRA B+K,-,nora2r,nora2r,175,ゲーム＆バラエティ,maimai MiLK PLUS,-,3,5,7+,10,12+,-,18-Sep-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
403,Brain Power,Brain Power,-,NOMA,ノマ,170,ゲーム＆バラエティ,maimai MiLK PLUS,-,3,5,7+,10,12,-,3-Jul-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
404,Credits,Credits,-,Frums,Frums,179,ゲーム＆バラエティ,maimai MiLK,-,3,6,8,11+,13,-,6-Mar-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
405,MilK,MilK,-,Morimori Atsushi,モリモリあつし,150,ゲーム＆バラエティ,maimai MiLK,-,1,4,6,10+,12+,-,14-Dec-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
406,GO BACK 2 YOUR RAVE,GO BACK 2 YOUR RAVE,-,nora2r,nora2r,170,ゲーム＆バラエティ,maimai MURASAKi PLUS,-,3,5,7+,10,12+,-,22-Jun-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
407,B.B.K.K.B.K.K.,B.B.K.K.B.K.K.,-,nora2r,nora2r,170,ゲーム＆バラエティ,maimai ORANGE,-,3,5,8,10,12+,-,18-Sep-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
408,hitozato ni kudatta atai ga itsunomanika syachiku ni natteita ken,人里に下ったアタイがいつの間にか社畜になっていた件,-,nekomirin + nora2r feat.Mao Komiya,ねこみりん + nora2r feat. 小宮真央,180,ゲーム＆バラエティ,maimai MURASAKi PLUS,-,3,5,8,11,12+,-,3-Aug-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
409,Maxi,Maxi,-,Nizikawa,Nizikawa,180,ゲーム＆バラエティ,maimai MURASAKi PLUS,-,3,5,8,10+,12+,-,3-Aug-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
410,KISS CANDY FLAVOR,KISS CANDY FLAVOR,-,Colorful Sounds Port,カラフル・サウンズ・ポート,146,ゲーム＆バラエティ,maimai MURASAKi PLUS,-,2,4,7,9+,12,-,3-Aug-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
411,H-A-J-I-M-A-R-I-U-T-A-!!,H-A-J-I-M-A-R-I-U-T-A-!!,-,777☆SISTERS,777☆SISTERS,140,ゲーム＆バラエティ,maimai MURASAKi,-,1,3,6,8+,11+,-,6-Apr-2017,-,Yes,removal candidate,,,,,,,,,,,,,,,,,,,,
412,Star☆Glitter,Star☆Glitter,-,7TH SISTERS ,セブンスシスターズ,171,ゲーム＆バラエティ,maimai MURASAKi,-,2,4,7,9,11,-,6-Apr-2017,-,Yes,removal candidate,,,,,,,,,,,,,,,,,,,,
413,conflict,conflict,-,siromaru + cranky,siromaru + cranky,160,ゲーム＆バラエティ,maimai MURASAKi,-,3,5,7,10+,13,-,7-Feb-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
414,"Party 4U ""holy nite mix""","Party 4U ""holy nite mix""",-,Cranky,Cranky,159,ゲーム＆バラエティ,maimai PiNK,-,3,5,7,10,12,-,10-Dec-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
415,GOODMEN,GOODMEN,-,EBIMAYO,EBIMAYO,175,ゲーム＆バラエティ,maimai MURASAKi,-,3,5,7,9+,11+,-,21-Feb-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
416,Sakura Fubuki,Sakura Fubuki,-,Street,Street,175,ゲーム＆バラエティ,maimai MURASAKi,-,3,4,7,10+,12+,-,14-Feb-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
417,METATRON,METATRON,-,SHIKI,SHIKI,190,ゲーム＆バラエティ,maimai PiNK PLUS,-,3,6,8,10,12+,-,30-Jun-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
418,Omoiyoshino,オモイヨシノ,-,loos feat. 柊莉杏,loos feat. 柊莉杏,168,ゲーム＆バラエティ,maimai PiNK,-,2,4,7,9,11,-,3-Mar-2016,-,Yes,-,,,,,,,,,,,,,,,,,,,,
419,L9,L9,-,paraoka,paraoka,256,ゲーム＆バラエティ,maimai ORANGE PLUS,-,4,6,7,9,12,-,19-Mar-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
420,Kirin,麒麟,-,sasakure.UK,sasakure.UK,220,ゲーム＆バラエティ,maimai MiLK,-,4,6,8+,11,13,-,6-Mar-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
421,Jack-the-Ripper◆,Jack-the-Ripper◆,-,sasakure.UK,sasakure.UK,210,ゲーム＆バラエティ,maimai GreeN PLUS,-,3,5,8,10,12+,-,17-Jul-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
422,DRAGONLADY,DRAGONLADY,-,Nankumo/ CUBE3,Nankumo/ CUBE3,150,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,5,7,11,12+,-,26-Feb-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
423,Persuing My True Self,Persuing My True Self,-,目黒 将司,目黒 将司,119,ゲーム＆バラエティ,maimai ORANGE PLUS,-,2,4,7,9+,11,-,13-Aug-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
424,"Sign Of Love (""Never More"" ver.)","Sign Of Love (""Never More"" ver.)",-,目黒 将司,目黒 将司,109,ゲーム＆バラエティ,maimai ORANGE PLUS,-,2,4,7,9+,11+,-,13-Aug-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
425,"specialist (""Never More"" ver.)","specialist (""Never More"" ver.)",-,目黒 将司,目黒 将司,128,ゲーム＆バラエティ,maimai ORANGE PLUS,-,1,4,6,9,11,-,13-Aug-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
426,Time To Make History (AKIRA YAMAOKA Remix),Time To Make History (AKIRA YAMAOKA Remix),-,目黒 将司 Remixed by 山岡 晃,目黒 将司 Remixed by 山岡 晃,190,ゲーム＆バラエティ,maimai ORANGE PLUS,-,3,5,7,9,12,-,13-Aug-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
427,Let's go! Onmyoji,レッツゴー!陰陽師,-,“SHIN-GOKETSUJI ICHIZOKU -Bonnoukaihou-” ,「新豪血寺一族 -煩悩解放-」,150,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,3,6,8,11+,-,17-Jul-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
428,OPA! OPA! RACER -GMT mashup-,オパ! オパ! RACER -GMT mashup-,-,COSIO(ZUNTATA/TAITO)“FANTASY ZONE”“RIDGE RACER” ,COSIO(ZUNTATA / TAITO) 「ファンタジーゾーン」「RIDGE RACER」,172,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,4,6,9,12,-,8-May-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
429,Densha de Densha de OPA!OPA!OPA! -GMT mashup-,電車で電車でOPA!OPA!OPA! -GMT mashup-,-,Yuji Masubuchi(BNGI)“Densha de GO!”“FANTASY ZONE”,Yuji Masubuchi(BNSI) 「電車でGO!」「ファンタジーゾーン」,134,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,4,6,10,12+,-,8-May-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
430,RIDGE de RIDGE de GO!GO!GO! -GMT mashup-,リッジでリッジでGO!GO!GO! -GMT mashup-,-,Hiro(SEGA)“RIDGE RACER”“Densha de GO!” ,Hiro(SEGA) 「RIDGE RACER」「電車でGO!」,146,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,4,6,10,11+,-,8-May-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
431,Densha de Densha de GO!GO!GO!GC! -GMT remix-,電車で電車でGO!GO!GO!GC! -GMT remix-,-,COSIO(ZUNTATA/TAITO)/Chiharu Sawashiro“Densha de GO!” ,COSIO(ZUNTATA / TAITO) / 沢城千春「電車でGO!」,134,ゲーム＆バラエティ,maimai GreeN PLUS,-,1,4,6,7+,11,-,17-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
432,RIDGE RACER STEPS -GMT remix-,RIDGE RACER STEPS -GMT remix-,-,Yuji Masubuchi(BNGI)“RIDGE RACER” ,Yuji Masubuchi(BNSI)「RIDGE RACER」,240,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,5,7,10,12,-,17-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
433,FANTASY ZONE OPA-OPA! -GMT remix-,ファンタジーゾーン OPA-OPA! -GMT remix-,-,Hiro(SEGA)“FANTASY ZONE” ,Hiro(SEGA)「ファンタジーゾーン」,142,ゲーム＆バラエティ,maimai GreeN PLUS,-,2,4,6,9,11,-,17-Apr-2014,-,Yes,-,,,,,,,,,,,,,,,,,,,,
434,DADDY MULK -Groove remix-,DADDY MULK -Groove remix-,-,Performed by SEGA Sound Unit [H.] ,Performed by SEGA Sound Unit [H.] ,154,ゲーム＆バラエティ,maimai GreeN,-,2,4,6,10,12,-,5-Dec-2013,-,Yes,-,,,,,,,,,,,,,,,,,,,,
435,FUJIN Rumble,FUJIN Rumble,-,COSIO(ZUNTATA)「グルーヴコースター」より,COSIO(ZUNTATA)「グルーヴコースター」より,192,ゲーム＆バラエティ,maimai ORANGE,-,2,5,7+,10,13,-,26-Nov-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
436,Got More Raves?,Got More Raves?,-,E.G.G.「グルーヴコースター」より,E.G.G.「グルーヴコースター」より,266,ゲーム＆バラエティ,maimai ORANGE,-,3,5,8,10+,12+,-,29-Oct-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
437,夜明けまであと3秒,夜明けまであと3秒,3 Seconds Till Dawn,BNSI（Taku Inoue）「シンクロニカ」より,BNSI（Taku Inoue）「シンクロニカ」より,182,ゲーム＆バラエティ,maimai MURASAKi,-,4,6,8,11,12+,-,15-Dec-2016,14-Feb-2017,Yes,-,,,,,,,,,,,,,,,,,,,,
438,Ignis Danse,Ignis Danse,-,Yuji Masubuchi「太鼓の達人」より,Yuji Masubuchi「太鼓の達人」より,246,ゲーム＆バラエティ,maimai ORANGE,-,2,5,7,10+,13,-,26-Nov-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
439,Kitasaitama 2000,きたさいたま2000,-,LindaAI-CUE（BNGI）「太鼓の達人」より,LindaAI-CUE（BNGI）「太鼓の達人」より,222,ゲーム＆バラエティ,maimai ORANGE,-,3,5,7+,11,13,-,29-Oct-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
440,Scars of FAUNA,Scars of FAUNA,-,猫叉Master「jubeat」より,猫叉Master「jubeat」より,165,ゲーム＆バラエティ,maimai ORANGE,-,2,5,7,9,12+,-,26-Nov-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
441,FLOWER,FLOWER,-,DJ YOSHITAKA「jubeat」より,DJ YOSHITAKA「jubeat」より,173,ゲーム＆バラエティ,maimai ORANGE,-,3,5,7,10,12+,-,29-Oct-2014,16-Feb-2015,Yes,-,,,,,,,,,,,,,,,,,,,,
442,Sacred Ruin,セイクリッド　ルイン,-,Drop＆祇羽 feat. 葉月ゆら「太鼓の達人」より,Drop＆祇羽 feat. 葉月ゆら「太鼓の達人」より,186,ゲーム＆バラエティ,maimai FiNALE,-,3,6,8+,10+,12+,-,13-Dec-2018,11-Apr-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
443,Scarlet Lance,Scarlet Lance,-,MASAKI（ZUNTATA）「グルーヴコースター 3EX ドリームパーティー」より,MASAKI（ZUNTATA）「グルーヴコースター 3EX ドリームパーティー」より,185,ゲーム＆バラエティ,maimai FiNALE,-,3,6,8,11,13,-,13-Dec-2018,11-Apr-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
444,KYOKUKEN,極圏,-,cosMo VS dj TAKA「SOUND VOLTEX」より,cosMo VS dj TAKA「SOUND VOLTEX」より,207,ゲーム＆バラエティ,maimai FiNALE,-,3,6,8+,11,13,-,13-Dec-2018,11-Apr-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
445,-,キミとボクのミライ,-,-,ジータ（CV:金元寿子）、ルリア（CV:東山奈央）、ヴィーラ（CV:今井麻美）、マリー（CV:長谷川明子）,178,ゲーム＆バラエティ,maimai FiNALE,-,2,4,7,9,10,11+,11-Apr-2019,-,-,Japan only,,,,,,,,,,,,,,,,,,,,
446,-,Lost Princess,-,-,ペコリーヌ（CV：M・A・O）、コッコロ（CV：伊藤美来）、キャル（CV：立花理香）,150,ゲーム＆バラエティ,maimai FiNALE,-,2,4,6,9,10+,11+,11-Apr-2019,-,-,Japan only,,,,,,,,,,,,,,,,,,,,
447,-,アリサのテーマ,-,-,池頼広,129,ゲーム＆バラエティ,maimai FiNALE,-,2,4,6,9+,12+,-,11-Apr-2019,-,-,Japan only,,,,,,,,,,,,,,,,,,,,
448,Believe the Rainbow,Believe the Rainbow,-,Shoichiro Hirata feat. Sana,Shoichiro Hirata feat. Sana,133,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,2,4,7+,8+,12,-,10-May-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
449,PANDORA PARADOXXX,PANDORA PARADOXXX,-,Sakuzyo,削除,150,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,6,7+,10+,12+,13+,14,10-May-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
450,the EmpErroR,the EmpErroR,-,sasakure.UK,sasakure.UK,240,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,3,5,9+,12,13,13+,10-May-2019,-,Yes,-,,,,,,,,,,,,,,,,,,,,
451,Raikiri,雷切-RAIKIRI-,-,kanone,kanone,165,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,4,6,8,11,13,13+,11-Apr-2019,10-May-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
452,FFT,FFT,Fast Fourier Transport,cybermiso,cybermiso,180,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,4,6,8+,11,13,13+,8-Mar-2019,10-May-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
453,Alea Jacta est,Alea Jacta est,-,BlackY fused with WAiKURO,BlackY fused with WAiKURO,162,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,4,6,8+,11,13,13+,7-Feb-2019,10-May-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
454,Schwarzschild,Schwarzschild,-,Tsukasa,Tsukasa,188,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,4,6,8+,11,13,13+,11-Jan-2019,10-May-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
455,QZKago Requiem,QZKago Requiem,-,t+pazolite,t+pazolite,257,オリジナル＆ジョイポリス,maimai FiNALE,PANDORA BOXXX,5,6,9+,11+,13,13+,18-Dec-2018,10-May-2019,Yes,-,,,,,,,,,,,,,,,,,,,,
456,ENJOY POLIS,ENJOY POLIS,-,LOPIT,LOPIT,220,オリジナル＆ジョイポリス,maimai FiNALE,-,2,5,7,9,11+,-,13-Dec-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
457,SILENT BLUE,SILENT BLUE,-,Kaneko Chiharu,かねこちはる,210,オリジナル＆ジョイポリス,maimai MiLK PLUS,-,4,5,8,11,13,-,4-Dec-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
458,"Flower, snow and Drum'n'bass.",花と、雪と、ドラムンベース。,-,kanone feat. Sennzai,kanone feat. せんざい,180,オリジナル＆ジョイポリス,maimai MiLK PLUS,-,2,6,8,11,13,12+,6-Nov-2018,20-Nov-2018,Yes,-,,,,,,,,,,,,,,,,,,,,
459,Ragnarok,Ragnarok,-,sky_delta,sky_delta,184,オリジナル＆ジョイポリス,maimai MiLK PLUS,-,4,6,8,10+,13,-,18-Sep-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
460,larva,larva,-,Garigari samushi,ガリガリさむし,202,オリジナル＆ジョイポリス,maimai MiLK PLUS,-,4,6,8,11,13,-,24-Jul-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
461,keep hopping,keep hopping,-,kamome sano,kamome sano,155,オリジナル＆ジョイポリス,maimai MiLK PLUS,-,3,5,7+,10+,12+,-,24-Jul-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
462,FestivaLight,FestivaLight,-,Haruka Shimotsuki,霜月はるか,125,オリジナル＆ジョイポリス,maimai MiLK PLUS,-,2,4,7,9,12,-,21-Jun-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
463,Excalibur ～Revived resolution～,Excalibur ～Revived resolution～,-,Project Grimoire,Project Grimoire,200,オリジナル＆ジョイポリス,maimai MiLK,-,4,6,9,11,13,-,20-Feb-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
464,Caliburne ~Story of the Legendary sword~,Caliburne ~Story of the Legendary sword~,-,Project Grimoire,Project Grimoire,190,オリジナル＆ジョイポリス,maimai ORANGE,-,4,6,8,11,13,-,5-Mar-2015,-,Yes,-,,,,,,,,,,,,,,,,,,,,
465,Justified,Justified,-,MintJam feat. Takenobu Mitsuyoshi,MintJam feat.光吉猛修,185,オリジナル＆ジョイポリス,maimai MiLK,-,3,4,8,11,12+,-,22-May-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
466,Mare Maris,Mare Maris,-,M2U,M2U,150,オリジナル＆ジョイポリス,maimai MiLK,-,3,5,8,10+,12+,-,5-Jun-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
467,SPILL OVER COLORS,SPILL OVER COLORS,-,Tsukasa Yatoki feat. kalon,矢鴇つかさ feat. kalon.,142,オリジナル＆ジョイポリス,maimai MiLK,-,3,4,7+,10,12,-,22-May-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
468,Candy Tall Woman,Candy Tall Woman,-,naotyu- feat. Eri Sasaki,naotyu- feat. 佐々木恵梨,190,オリジナル＆ジョイポリス,maimai MiLK,-,3,5,7,10,12,-,17-Apr-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
469,Kinda Way,Kinda Way,-,good-cool ft. Pete Klassen,good-cool ft. Pete Klassen,127,オリジナル＆ジョイポリス,maimai MiLK,-,3,4,7+,10,12,-,20-Mar-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
470,Signature,Signature,-,Palme,Palme,128,オリジナル＆ジョイポリス,maimai MiLK,-,3,4,7+,10+,12,-,20-Feb-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
471,Magical Flavor,Magical Flavor,-,DECO*27 feat.Tia,DECO*27 feat.Tia,98,オリジナル＆ジョイポリス,maimai MiLK,-,2,4,7,9,12,-,23-Jan-2018,-,Yes,-,,,,,,,,,,,,,,,,,,,,
472,YUBIKIRI,ユビキリ,-,Michiru Yamane ,山根ミチル,174,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,3,4,7,10,12,-,10-Aug-2017,14-Dec-2017,Yes,-,,,,,,,,,,,,,,,,,,,,
473,Desperate,デスパレイト,-,owl*tree,owl*tree,145,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,2,5,7+,10,12+,-,3-Oct-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
474,Moon of Noon,Moon of Noon,-,Sampling Masters MEGA ,Sampling Masters MEGA,200,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,4,6,8,11,13,-,3-Oct-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
475,Ultranova,Ultranova,-,A4paper,A4paper,156,オリジナル＆ジョイポリス,maimai MURASAKi PLUS,-,3,5,7+,11,13,-,7-Sep-2017,-,Yes,-,,,,,,,,,,,,,,,,,,,,
